,aa_percent0_x,aa_percent1_x,aa_percent2_x,aa_percent3_x,aa_percent4_x,aa_percent5_x,aa_percent6_x,aa_percent7_x,aa_percent8_x,aa_percent9_x,aa_percent10_x,aa_percent11_x,aa_percent12_x,aa_percent13_x,aa_percent14_x,aa_percent15_x,aa_percent16_x,aa_percent17_x,aa_percent18_x,aa_percent19_x,aromacity_x,instability_x,flexibility_x,isoelectric_x,mol_extinct1_x,mol_extinct2_x,mw_x,gravy_x,ss_faction1_x,ss_faction2_x,ss_faction3_x,aa_percent0_y,aa_percent1_y,aa_percent2_y,aa_percent3_y,aa_percent4_y,aa_percent5_y,aa_percent6_y,aa_percent7_y,aa_percent8_y,aa_percent9_y,aa_percent10_y,aa_percent11_y,aa_percent12_y,aa_percent13_y,aa_percent14_y,aa_percent15_y,aa_percent16_y,aa_percent17_y,aa_percent18_y,aa_percent19_y,aromacity_y,instability_y,flexibility_y,isoelectric_y,mol_extinct1_y,mol_extinct2_y,mw_y,gravy_y,ss_faction1_y,ss_faction2_y,ss_faction3_y,name
1u8i,0.045454545454545456,0.015151515151515152,0.05303030303030303,0.015151515151515152,0.03787878787878788,0.08333333333333333,0.007575757575757576,0.06060606060606061,0.045454545454545456,0.08333333333333333,0.015151515151515152,0.022727272727272728,0.07575757575757576,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.12121212121212122,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.08333333333333334,23.572727272727267,0.9959878048780488,9.56292724609375,20970,21095,14372.374599999981,-0.03484848484848478,0.3181818181818182,0.2727272727272727,0.1590909090909091,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.018691588785046728,0.037383177570093455,0.009345794392523364,0.09345794392523364,0.0,0.0,0.06542056074766354,0.06542056074766354,0.06542056074766354,0.14953271028037382,0.102803738317757,0.04672897196261682,0.009345794392523364,0.04672897196261682,0.102803738317757,55.3673831775701,0.9986316812439261,8.05609130859375,12950,13075,11535.698599999989,-0.2364485981308411,0.2803738317757009,0.308411214953271,0.18691588785046728,1u8i
1mfc,0.0847457627118644,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.025423728813559324,0.11016949152542373,0.025423728813559324,0.03389830508474576,0.05084745762711865,0.05084745762711865,0.025423728813559324,0.03389830508474576,0.025423728813559324,0.05084745762711865,0.03389830508474576,0.1016949152542373,0.1016949152542373,0.059322033898305086,0.03389830508474576,0.0847457627118644,0.1440677966101695,42.25262711864405,0.9945253385757973,9.12652587890625,36900,37025,13040.45189999999,-0.3754237288135592,0.288135593220339,0.2711864406779661,0.19491525423728814,0.09174311926605505,0.027522935779816515,0.03669724770642202,0.045871559633027525,0.03669724770642202,0.11009174311926606,0.027522935779816515,0.045871559633027525,0.027522935779816515,0.08256880733944955,0.0,0.05504587155963303,0.045871559633027525,0.03669724770642202,0.027522935779816515,0.06422018348623854,0.13761467889908258,0.06422018348623854,0.027522935779816515,0.009174311926605505,0.07339449541284404,23.03853211009174,0.9985623809523811,5.42144775390625,17990,18115,11490.679599999989,-0.10458715596330251,0.26605504587155965,0.27522935779816515,0.22018348623853212,1mfc
4tpr,0.08264462809917356,0.01652892561983471,0.05785123966942149,0.049586776859504134,0.04132231404958678,0.09917355371900827,0.008264462809917356,0.049586776859504134,0.04132231404958678,0.05785123966942149,0.024793388429752067,0.03305785123966942,0.024793388429752067,0.06611570247933884,0.03305785123966942,0.09090909090909091,0.09090909090909091,0.049586776859504134,0.03305785123966942,0.049586776859504134,0.12396694214876033,46.198347107438025,0.9992452168367346,4.78106689453125,30940,31065,13364.688499999986,-0.3652892561983472,0.2809917355371901,0.24793388429752067,0.21487603305785125,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.044642857142857144,0.05357142857142857,0.09821428571428571,0.008928571428571428,0.026785714285714284,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.14285714285714285,0.0625,0.07142857142857142,0.017857142857142856,0.044642857142857144,0.10714285714285715,34.39107142857141,1.0007703421174294,7.97222900390625,18450,18575,12264.67939999999,-0.25714285714285695,0.32142857142857145,0.33035714285714285,0.1607142857142857,4tpr
5eor,0.06086956521739131,0.017391304347826087,0.034782608695652174,0.008695652173913044,0.02608695652173913,0.10434782608695652,0.008695652173913044,0.05217391304347826,0.043478260869565216,0.08695652173913043,0.008695652173913044,0.043478260869565216,0.02608695652173913,0.06956521739130435,0.034782608695652174,0.13043478260869565,0.06086956521739131,0.0782608695652174,0.034782608695652174,0.06956521739130435,0.13043478260869565,28.335652173913026,0.9939601302785267,9.20196533203125,33920,34045,12625.091399999987,-0.11739130434782606,0.34782608695652173,0.30434782608695654,0.16521739130434782,0.043478260869565216,0.017391304347826087,0.06086956521739131,0.034782608695652174,0.034782608695652174,0.09565217391304348,0.017391304347826087,0.06086956521739131,0.043478260869565216,0.0782608695652174,0.008695652173913044,0.017391304347826087,0.043478260869565216,0.06956521739130435,0.034782608695652174,0.1391304347826087,0.0782608695652174,0.06086956521739131,0.008695652173913044,0.05217391304347826,0.09565217391304348,37.395652173913014,1.0042615678346811,5.53314208984375,14440,14565,12500.771199999996,-0.3078260869565215,0.2956521739130435,0.29565217391304344,0.16521739130434782,5eor
4x0k,0.04918032786885246,0.01639344262295082,0.05737704918032787,0.03278688524590164,0.0,0.09016393442622951,0.01639344262295082,0.01639344262295082,0.06557377049180328,0.07377049180327869,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.04918032786885246,0.040983606557377046,0.1721311475409836,0.06557377049180328,0.08196721311475409,0.03278688524590164,0.07377049180327869,0.10655737704918034,55.166393442622926,1.0050829119258324,8.54144287109375,35410,35535,13415.71579999999,-0.576229508196721,0.2786885245901639,0.3114754098360656,0.1721311475409836,0.026785714285714284,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.044642857142857144,0.09821428571428571,0.008928571428571428,0.05357142857142857,0.05357142857142857,0.09821428571428571,0.008928571428571428,0.026785714285714284,0.0625,0.05357142857142857,0.03571428571428571,0.15178571428571427,0.0625,0.0625,0.008928571428571428,0.044642857142857144,0.09821428571428573,35.62499999999998,1.0026636615811373,7.96270751953125,12950,13075,12153.575899999987,-0.219642857142857,0.3125,0.3392857142857143,0.16964285714285715,4x0k
5ur8,0.04918032786885246,0.01639344262295082,0.03278688524590164,0.04918032786885246,0.02459016393442623,0.09016393442622951,0.00819672131147541,0.02459016393442623,0.04918032786885246,0.07377049180327869,0.01639344262295082,0.00819672131147541,0.040983606557377046,0.04918032786885246,0.040983606557377046,0.1557377049180328,0.06557377049180328,0.09836065573770492,0.05737704918032787,0.04918032786885246,0.13114754098360656,23.169672131147532,0.9982856089338392,8.03668212890625,47440,47565,13566.106799999994,-0.24426229508196723,0.3278688524590164,0.29508196721311475,0.1885245901639344,0.05555555555555555,0.018518518518518517,0.037037037037037035,0.027777777777777776,0.037037037037037035,0.07407407407407407,0.009259259259259259,0.06481481481481481,0.046296296296296294,0.06481481481481481,0.018518518518518517,0.009259259259259259,0.046296296296296294,0.07407407407407407,0.037037037037037035,0.17592592592592593,0.08333333333333333,0.05555555555555555,0.009259259259259259,0.05555555555555555,0.10185185185185185,49.87592592592591,1.0005517075517076,8.64019775390625,14440,14565,11742.058799999993,-0.22222222222222215,0.28703703703703703,0.3055555555555556,0.16666666666666666,5ur8
4ot1,0.06870229007633588,0.015267175572519083,0.04580152671755725,0.015267175572519083,0.015267175572519083,0.11450381679389313,0.015267175572519083,0.015267175572519083,0.04580152671755725,0.06870229007633588,0.03816793893129771,0.030534351145038167,0.022900763358778626,0.06870229007633588,0.05343511450381679,0.11450381679389313,0.07633587786259542,0.0916030534351145,0.030534351145038167,0.05343511450381679,0.09923664122137404,32.723664122137386,0.9988006440281031,9.39227294921875,32430,32555,14294.938899999985,-0.36183206106870225,0.2748091603053435,0.2824427480916031,0.19083969465648856,0.05504587155963303,0.01834862385321101,0.045871559633027525,0.009174311926605505,0.027522935779816515,0.11926605504587157,0.0,0.03669724770642202,0.045871559633027525,0.07339449541284404,0.009174311926605505,0.03669724770642202,0.07339449541284404,0.05504587155963303,0.027522935779816515,0.14678899082568808,0.09174311926605505,0.08256880733944955,0.009174311926605505,0.03669724770642202,0.07339449541284404,43.52752293577979,1.006137261904762,8.68109130859375,11460,11585,11274.478299999992,-0.1889908256880732,0.26605504587155965,0.3761467889908257,0.14678899082568808,4ot1
4ngh,0.08661417322834646,0.015748031496062992,0.015748031496062992,0.03937007874015748,0.023622047244094488,0.12598425196850394,0.007874015748031496,0.03937007874015748,0.023622047244094488,0.07874015748031496,0.007874015748031496,0.015748031496062992,0.047244094488188976,0.047244094488188976,0.06299212598425197,0.10236220472440945,0.10236220472440945,0.07874015748031496,0.03937007874015748,0.03937007874015748,0.10236220472440945,31.56141732283462,0.9954877925746571,9.38897705078125,34950,35075,13600.199499999984,-0.0968503937007873,0.2992125984251969,0.29133858267716534,0.21259842519685038,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.1111111111111111,0.0,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.0,0.018518518518518517,0.05555555555555555,0.09259259259259259,0.06481481481481481,0.1388888888888889,0.07407407407407407,0.05555555555555555,0.009259259259259259,0.046296296296296294,0.09259259259259259,49.92592592592589,1.0045774410774413,8.71832275390625,12950,13075,11625.738399999995,-0.4712962962962963,0.25925925925925924,0.32407407407407407,0.19444444444444442,4ngh
4g7v,0.09243697478991597,0.01680672268907563,0.03361344537815126,0.03361344537815126,0.01680672268907563,0.10084033613445378,0.008403361344537815,0.03361344537815126,0.025210084033613446,0.06722689075630252,0.008403361344537815,0.025210084033613446,0.01680672268907563,0.04201680672268908,0.04201680672268908,0.17647058823529413,0.058823529411764705,0.08403361344537816,0.03361344537815126,0.08403361344537816,0.13445378151260504,34.40504201680671,0.995663852813853,6.84075927734375,36900,37025,12835.01509999999,-0.14285714285714288,0.31932773109243695,0.31932773109243695,0.20168067226890757,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.0,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.17757009345794392,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.06542056074766354,0.1308411214953271,46.73186915887848,0.998766520894072,8.62042236328125,21430,21555,11640.88519999999,-0.20747663551401865,0.29906542056074764,0.308411214953271,0.14953271028037382,4g7v
1u8n,0.045454545454545456,0.015151515151515152,0.05303030303030303,0.015151515151515152,0.03787878787878788,0.08333333333333333,0.007575757575757576,0.06060606060606061,0.045454545454545456,0.08333333333333333,0.015151515151515152,0.022727272727272728,0.07575757575757576,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.12121212121212122,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.08333333333333334,23.572727272727267,0.9959878048780488,9.56292724609375,20970,21095,14372.374599999981,-0.03484848484848478,0.3181818181818182,0.2727272727272727,0.1590909090909091,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.018691588785046728,0.037383177570093455,0.009345794392523364,0.09345794392523364,0.0,0.0,0.06542056074766354,0.06542056074766354,0.06542056074766354,0.14953271028037382,0.102803738317757,0.04672897196261682,0.009345794392523364,0.04672897196261682,0.102803738317757,55.3673831775701,0.9986316812439261,8.05609130859375,12950,13075,11535.698599999989,-0.2364485981308411,0.2803738317757009,0.308411214953271,0.18691588785046728,1u8n
4xvu,0.09243697478991597,0.01680672268907563,0.03361344537815126,0.03361344537815126,0.01680672268907563,0.10084033613445378,0.008403361344537815,0.025210084033613446,0.025210084033613446,0.08403361344537816,0.008403361344537815,0.025210084033613446,0.025210084033613446,0.04201680672268908,0.06722689075630252,0.14285714285714285,0.058823529411764705,0.07563025210084033,0.03361344537815126,0.08403361344537816,0.13445378151260504,39.84789915966386,0.9947638528138529,8.96148681640625,36900,37025,13066.404799999986,-0.2521008403361345,0.31932773109243695,0.29411764705882354,0.2184873949579832,0.06422018348623854,0.01834862385321101,0.03669724770642202,0.01834862385321101,0.03669724770642202,0.06422018348623854,0.0,0.05504587155963303,0.045871559633027525,0.06422018348623854,0.009174311926605505,0.0,0.05504587155963303,0.08256880733944955,0.03669724770642202,0.1926605504587156,0.08256880733944955,0.05504587155963303,0.009174311926605505,0.07339449541284404,0.11926605504587157,53.84770642201835,0.9999311904761906,8.95697021484375,17420,17545,11857.121299999992,-0.2504587155963302,0.29357798165137616,0.3119266055045872,0.1559633027522936,4xvu
5dsc,0.06666666666666667,0.016666666666666666,0.058333333333333334,0.041666666666666664,0.025,0.11666666666666667,0.0,0.06666666666666667,0.041666666666666664,0.08333333333333333,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.025,0.05,0.075,0.125,0.058333333333333334,0.03333333333333333,0.05,0.10833333333333334,25.584166666666654,0.993563813813814,5.30206298828125,30940,31065,13080.653799999984,-0.10083333333333332,0.31666666666666665,0.2416666666666667,0.20833333333333331,0.07207207207207207,0.02702702702702703,0.08108108108108109,0.009009009009009009,0.04504504504504504,0.13513513513513514,0.009009009009009009,0.02702702702702703,0.036036036036036036,0.06306306306306306,0.0,0.0,0.04504504504504504,0.04504504504504504,0.04504504504504504,0.10810810810810811,0.09009009009009009,0.09009009009009009,0.018018018018018018,0.05405405405405406,0.11711711711711711,40.862162162162136,0.9984263538748831,5.61297607421875,19940,20065,11739.896899999992,-0.14414414414414414,0.2972972972972973,0.2882882882882883,0.14414414414414414,5dsc
43c9,0.02564102564102564,0.017094017094017096,0.03418803418803419,0.02564102564102564,0.017094017094017096,0.11965811965811966,0.008547008547008548,0.05128205128205128,0.042735042735042736,0.09401709401709402,0.02564102564102564,0.03418803418803419,0.03418803418803419,0.05982905982905983,0.03418803418803419,0.1623931623931624,0.042735042735042736,0.07692307692307693,0.03418803418803419,0.05982905982905983,0.1111111111111111,42.05897435897435,0.9992061287477954,8.62127685546875,32430,32555,12779.29779999999,-0.16068376068376064,0.3333333333333333,0.3504273504273504,0.17094017094017094,0.05309734513274336,0.017699115044247787,0.04424778761061947,0.02654867256637168,0.04424778761061947,0.07964601769911504,0.008849557522123894,0.035398230088495575,0.061946902654867256,0.07079646017699115,0.02654867256637168,0.02654867256637168,0.04424778761061947,0.09734513274336283,0.035398230088495575,0.13274336283185842,0.07964601769911504,0.061946902654867256,0.008849557522123894,0.04424778761061947,0.09734513274336283,49.22654867256636,1.003887934981685,8.98187255859375,12950,13075,12422.83809999999,-0.43805309734513276,0.26548672566371684,0.2831858407079646,0.17699115044247787,43c9
2fx7,0.08661417322834646,0.015748031496062992,0.015748031496062992,0.03937007874015748,0.023622047244094488,0.12598425196850394,0.007874015748031496,0.03937007874015748,0.023622047244094488,0.07874015748031496,0.007874015748031496,0.015748031496062992,0.047244094488188976,0.047244094488188976,0.06299212598425197,0.10236220472440945,0.10236220472440945,0.07874015748031496,0.03937007874015748,0.03937007874015748,0.10236220472440945,31.56141732283462,0.9954877925746571,9.38897705078125,34950,35075,13600.199499999984,-0.0968503937007873,0.2992125984251969,0.29133858267716534,0.21259842519685038,0.06481481481481481,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.1111111111111111,0.0,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.0,0.018518518518518517,0.05555555555555555,0.09259259259259259,0.06481481481481481,0.1388888888888889,0.07407407407407407,0.05555555555555555,0.009259259259259259,0.046296296296296294,0.09259259259259259,49.92592592592589,1.0045774410774413,8.71832275390625,12950,13075,11625.738399999995,-0.4712962962962963,0.25925925925925924,0.32407407407407407,0.19444444444444442,2fx7
2gk0,0.03305785123966942,0.01652892561983471,0.04132231404958678,0.01652892561983471,0.01652892561983471,0.11570247933884298,0.01652892561983471,0.03305785123966942,0.049586776859504134,0.0743801652892562,0.024793388429752067,0.04132231404958678,0.04132231404958678,0.05785123966942149,0.01652892561983471,0.14049586776859505,0.0743801652892562,0.09090909090909091,0.04132231404958678,0.05785123966942149,0.11570247933884298,26.331404958677673,0.9977716836734695,7.95513916015625,37930,38055,13162.609599999994,-0.2520661157024794,0.3140495867768595,0.33884297520661155,0.1487603305785124,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.044642857142857144,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.044642857142857144,0.05357142857142857,0.10714285714285714,0.008928571428571428,0.03571428571428571,0.0625,0.05357142857142857,0.03571428571428571,0.13392857142857142,0.0625,0.0625,0.008928571428571428,0.044642857142857144,0.09821428571428573,35.990178571428544,1.002243758668516,8.05242919921875,12950,13075,12230.663199999988,-0.2910714285714285,0.3125,0.3392857142857143,0.17857142857142855,2gk0
2zch,0.08196721311475409,0.01639344262295082,0.05737704918032787,0.03278688524590164,0.03278688524590164,0.09016393442622951,0.0,0.03278688524590164,0.040983606557377046,0.05737704918032787,0.02459016393442623,0.02459016393442623,0.02459016393442623,0.06557377049180328,0.03278688524590164,0.14754098360655737,0.09016393442622951,0.05737704918032787,0.02459016393442623,0.06557377049180328,0.12295081967213115,26.23442622950818,1.001526864728192,4.88739013671875,28420,28545,13273.486899999987,-0.36885245901639335,0.27049180327868855,0.28688524590163933,0.19672131147540983,0.09009009009009009,0.018018018018018018,0.06306306306306306,0.04504504504504504,0.036036036036036036,0.09009009009009009,0.0,0.05405405405405406,0.04504504504504504,0.08108108108108109,0.009009009009009009,0.036036036036036036,0.06306306306306306,0.08108108108108109,0.018018018018018018,0.11711711711711711,0.06306306306306306,0.036036036036036036,0.009009009009009009,0.04504504504504504,0.09009009009009009,58.52432432432432,1.0068188608776845,4.38909912109375,12950,13075,11854.974699999992,-0.35855855855855856,0.26126126126126126,0.3063063063063063,0.22522522522522523,2zch
1n0x,0.08661417322834646,0.015748031496062992,0.05511811023622047,0.031496062992125984,0.047244094488188976,0.07086614173228346,0.007874015748031496,0.023622047244094488,0.047244094488188976,0.023622047244094488,0.023622047244094488,0.047244094488188976,0.03937007874015748,0.06299212598425197,0.05511811023622047,0.10236220472440945,0.05511811023622047,0.10236220472440945,0.03937007874015748,0.06299212598425197,0.14960629921259844,33.514960629921255,0.9990158393866021,8.58599853515625,39420,39545,14356.832399999983,-0.4771653543307087,0.2992125984251969,0.25984251968503935,0.1653543307086614,0.05555555555555555,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.046296296296296294,0.10185185185185185,0.027777777777777776,0.046296296296296294,0.027777777777777776,0.06481481481481481,0.0,0.009259259259259259,0.046296296296296294,0.046296296296296294,0.09259259259259259,0.14814814814814814,0.08333333333333333,0.05555555555555555,0.009259259259259259,0.046296296296296294,0.10185185185185185,44.411111111111076,0.9989478114478115,9.62091064453125,12950,13075,11861.07539999999,-0.46388888888888885,0.2685185185185185,0.3055555555555555,0.16666666666666666,1n0x
6pi7,0.08870967741935484,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.10483870967741936,0.016129032258064516,0.024193548387096774,0.03225806451612903,0.07258064516129033,0.008064516129032258,0.024193548387096774,0.03225806451612903,0.04032258064516129,0.04838709677419355,0.12096774193548387,0.056451612903225805,0.08064516129032258,0.04032258064516129,0.11290322580645161,0.16935483870967744,31.257258064516115,0.991861076604555,8.54486083984375,48360,48485,13824.232999999987,-0.2758064516129031,0.34677419354838707,0.282258064516129,0.20161290322580644,0.07476635514018691,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.06542056074766354,0.0,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.037383177570093455,0.17757009345794392,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.11214953271028036,51.26542056074765,1.0005114188532556,8.65936279296875,18450,18575,11599.83849999999,-0.23738317757009333,0.2803738317757009,0.29906542056074764,0.1588785046728972,6pi7
6ek2,0.058823529411764705,0.01680672268907563,0.058823529411764705,0.03361344537815126,0.04201680672268908,0.1092436974789916,0.008403361344537815,0.01680672268907563,0.07563025210084033,0.08403361344537816,0.025210084033613446,0.025210084033613446,0.01680672268907563,0.03361344537815126,0.04201680672268908,0.11764705882352941,0.06722689075630252,0.06722689075630252,0.03361344537815126,0.06722689075630252,0.14285714285714285,40.70084033613445,1.000754329004329,8.87957763671875,33920,34045,13264.789399999987,-0.37899159663865534,0.31092436974789917,0.26890756302521013,0.20168067226890757,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.037383177570093455,0.037383177570093455,0.09345794392523364,0.0,0.056074766355140186,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.04672897196261682,0.06542056074766354,0.037383177570093455,0.14953271028037382,0.102803738317757,0.028037383177570093,0.028037383177570093,0.056074766355140186,0.12149532710280372,37.79345794392521,1.0020515063168123,6.35968017578125,25440,25565,11762.925699999993,-0.433644859813084,0.2803738317757009,0.308411214953271,0.16822429906542055,6ek2
6mhr,0.049586776859504134,0.01652892561983471,0.04132231404958678,0.04132231404958678,0.024793388429752067,0.10743801652892562,0.008264462809917356,0.03305785123966942,0.03305785123966942,0.09090909090909091,0.0,0.03305785123966942,0.03305785123966942,0.049586776859504134,0.03305785123966942,0.12396694214876033,0.0743801652892562,0.0743801652892562,0.049586776859504134,0.08264462809917356,0.15702479338842976,21.31652892561982,0.9951914328231294,5.18414306640625,47900,48025,13497.810499999985,-0.2752066115702479,0.3553719008264463,0.2975206611570248,0.18181818181818182,0.09174311926605505,0.01834862385321101,0.027522935779816515,0.045871559633027525,0.03669724770642202,0.08256880733944955,0.0,0.045871559633027525,0.027522935779816515,0.09174311926605505,0.0,0.01834862385321101,0.07339449541284404,0.06422018348623854,0.05504587155963303,0.13761467889908258,0.08256880733944955,0.03669724770642202,0.01834862385321101,0.045871559633027525,0.10091743119266056,53.88623853211008,1.001237619047619,8.06707763671875,18450,18575,11749.999899999992,-0.2724770642201833,0.27522935779816515,0.3119266055045872,0.22935779816513763,6mhr
1fve,0.08333333333333333,0.016666666666666666,0.05,0.03333333333333333,0.025,0.125,0.008333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.025,0.041666666666666664,0.058333333333333334,0.09166666666666666,0.075,0.075,0.03333333333333333,0.075,0.13333333333333333,32.65508333333332,0.9957119262119264,8.02764892578125,35410,35535,13164.52779999999,-0.30499999999999994,0.30833333333333335,0.275,0.2,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.04672897196261682,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.009345794392523364,0.06542056074766354,0.08411214953271028,0.037383177570093455,0.14018691588785046,0.11214953271028037,0.056074766355140186,0.009345794392523364,0.04672897196261682,0.102803738317757,51.47850467289718,1.0018685617103986,7.97113037109375,12950,13075,11661.866699999988,-0.38785046728971967,0.2616822429906542,0.2803738317757009,0.1588785046728972,1fve
4m7j,0.059322033898305086,0.01694915254237288,0.03389830508474576,0.025423728813559324,0.0423728813559322,0.09322033898305085,0.01694915254237288,0.05084745762711865,0.0423728813559322,0.07627118644067797,0.01694915254237288,0.03389830508474576,0.025423728813559324,0.05084745762711865,0.03389830508474576,0.13559322033898305,0.0847457627118644,0.07627118644067797,0.0423728813559322,0.0423728813559322,0.1271186440677966,30.806779661016947,0.9933691568370469,8.67681884765625,34950,35075,12992.511699999986,-0.0762711864406779,0.3305084745762712,0.288135593220339,0.17796610169491528,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.044642857142857144,0.05357142857142857,0.10714285714285714,0.008928571428571428,0.03571428571428571,0.05357142857142857,0.05357142857142857,0.044642857142857144,0.125,0.05357142857142857,0.0625,0.008928571428571428,0.0625,0.11607142857142858,31.99464285714283,0.9997072353213131,8.60430908203125,15930,16055,12413.872299999988,-0.32678571428571435,0.33035714285714285,0.3214285714285714,0.16964285714285712,4m7j
1kfa,0.05,0.016666666666666666,0.041666666666666664,0.05,0.05,0.09166666666666666,0.0,0.008333333333333333,0.025,0.09166666666666666,0.041666666666666664,0.025,0.025,0.025,0.075,0.125,0.10833333333333334,0.075,0.025,0.05,0.125,52.17599999999999,0.9959535607035608,8.05706787109375,25440,25565,13383.955099999988,-0.21916666666666662,0.3,0.26666666666666666,0.23333333333333334,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.026785714285714284,0.0625,0.08928571428571429,0.026785714285714284,0.03571428571428571,0.05357142857142857,0.09821428571428571,0.008928571428571428,0.017857142857142856,0.044642857142857144,0.05357142857142857,0.03571428571428571,0.17857142857142858,0.07142857142857142,0.07142857142857142,0.008928571428571428,0.03571428571428571,0.10714285714285714,41.89017857142855,1.0002755432269994,8.66229248046875,11460,11585,12228.604299999986,-0.20714285714285705,0.3125,0.3303571428571429,0.15178571428571427,1kfa
3iu4,0.06557377049180328,0.01639344262295082,0.03278688524590164,0.03278688524590164,0.02459016393442623,0.10655737704918032,0.00819672131147541,0.02459016393442623,0.04918032786885246,0.09016393442622951,0.02459016393442623,0.02459016393442623,0.03278688524590164,0.05737704918032787,0.04918032786885246,0.14754098360655737,0.05737704918032787,0.07377049180327869,0.040983606557377046,0.040983606557377046,0.10655737704918032,34.858196721311465,0.9994268857985673,9.26727294921875,34950,35075,13315.886099999989,-0.26147540983606565,0.29508196721311475,0.3114754098360656,0.21311475409836067,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.08411214953271028,0.018691588785046728,0.037383177570093455,0.056074766355140186,0.04672897196261682,0.018691588785046728,0.0,0.037383177570093455,0.07476635514018691,0.028037383177570093,0.1308411214953271,0.11214953271028037,0.07476635514018691,0.018691588785046728,0.06542056074766354,0.1308411214953271,33.21869158878503,0.9978520408163264,7.95513916015625,21430,21555,11795.035099999994,-0.33271028037383166,0.2897196261682243,0.2523364485981308,0.14018691588785046,3iu4
1mlc,0.06896551724137931,0.017241379310344827,0.02586206896551724,0.0603448275862069,0.02586206896551724,0.1206896551724138,0.008620689655172414,0.034482758620689655,0.0603448275862069,0.05172413793103448,0.017241379310344827,0.02586206896551724,0.02586206896551724,0.05172413793103448,0.017241379310344827,0.1206896551724138,0.10344827586206896,0.05172413793103448,0.034482758620689655,0.07758620689655173,0.13793103448275862,25.112068965517224,1.002696261682243,5.75616455078125,35410,35535,12665.850899999987,-0.46293103448275846,0.27586206896551724,0.2931034482758621,0.19827586206896552,0.018691588785046728,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.04672897196261682,0.08411214953271028,0.018691588785046728,0.056074766355140186,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.037383177570093455,0.04672897196261682,0.06542056074766354,0.037383177570093455,0.205607476635514,0.07476635514018691,0.037383177570093455,0.018691588785046728,0.028037383177570093,0.09345794392523364,62.251401869158876,1.0055640184645287,6.08001708984375,15470,15595,11670.70619999999,-0.4841121495327105,0.2616822429906542,0.37383177570093457,0.14953271028037382,1mlc
